標號,時間,類型,交易對,金額,資費差,before倉位餘額,after倉位餘額,before現金餘額,after現金餘額,總餘額
33,2025-01-12 08:00:00,資金費率,XCNUSDT_binance_bybit,2.53,0.00153052,9900.0,9900.0,133.49,136.02,10036.02
34,2025-01-13 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.08,4.834e-05,9900.0,9900.0,136.02,136.1,10036.1
35,2025-01-13 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.21,0.00012475,9900.0,9900.0,136.1,136.3,10036.3
36,2025-01-13 08:00:00,資金費率,XCNUSDT_binance_bybit,1.2,0.00073018,9900.0,9900.0,136.3,137.51,10037.51
37,2025-01-14 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,137.51,137.51,10037.51
38,2025-01-14 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.15,8.958e-05,9900.0,9900.0,137.51,137.66,10037.66
39,2025-01-14 08:00:00,資金費率,XCNUSDT_binance_bybit,0.99,0.0005999,9900.0,9900.0,137.66,138.65,10038.65
40,2025-01-15 08:00:00,資金費率,ETHWUSDT_binance_bybit,1.02,0.00061933,9900.0,9900.0,138.65,139.67,10039.67
41,2025-01-15 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,139.67,139.67,10039.67
42,2025-01-15 08:00:00,資金費率,XCNUSDT_binance_bybit,5.98,0.00362258,9900.0,9900.0,139.67,145.65,10045.65
43,2025-01-16 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.08,4.737e-05,9900.0,9900.0,145.65,145.72,10045.72
44,2025-01-16 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.03,2.083e-05,9900.0,9900.0,145.72,145.76,10045.76
45,2025-01-16 08:00:00,資金費率,XCNUSDT_binance_bybit,2.65,0.00160456,9900.0,9900.0,145.76,148.41,10048.41
46,2025-01-17 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.45,0.00027272,9900.0,9900.0,148.41,148.86,10048.86
47,2025-01-17 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.29,0.00017838,9900.0,9900.0,148.86,149.15,10049.15
48,2025-01-17 08:00:00,資金費率,XCNUSDT_binance_bybit,6.61,0.00400551,9900.0,9900.0,149.15,155.76,10055.76
49,2025-01-18 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.84,0.00050726,9900.0,9900.0,155.76,156.6,10056.6
50,2025-01-18 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.44,0.00026413,9900.0,9900.0,156.6,157.03,10057.03
51,2025-01-18 08:00:00,資金費率,XCNUSDT_binance_bybit,153.04,0.09275417,9900.0,9900.0,157.03,310.08,10210.08
52,2025-01-19 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.09,5.573e-05,9900.0,9900.0,310.08,310.17,10210.17
53,2025-01-19 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.14,8.418e-05,9900.0,9900.0,310.17,310.31,10210.31
54,2025-01-19 08:00:00,資金費率,XCNUSDT_binance_bybit,151.14,0.09159841,9900.0,9900.0,310.31,461.45,10361.45
55,2025-01-20 08:00:00,資金費率,ETHWUSDT_binance_bybit,1.0,0.00060821,9900.0,9900.0,461.45,462.45,10362.45
56,2025-01-20 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.75,0.00045579,9900.0,9900.0,462.45,463.2,10363.2
57,2025-01-20 08:00:00,資金費率,XCNUSDT_binance_bybit,35.12,0.02128471,9900.0,9900.0,463.2,498.32,10398.32
58,2025-01-21 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,498.32,498.32,10398.32
59,2025-01-21 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.46,0.00028106,9900.0,9900.0,498.32,498.78,10398.78
60,2025-01-21 08:00:00,資金費率,XCNUSDT_binance_bybit,30.68,0.01859124,9900.0,9900.0,498.78,529.46,10429.46
61,2025-01-22 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,529.46,529.46,10429.46
62,2025-01-22 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.14,8.59e-05,9900.0,9900.0,529.46,529.6,10429.6
63,2025-01-22 08:00:00,資金費率,XCNUSDT_binance_bybit,40.21,0.0243705,9900.0,9900.0,529.6,569.81,10469.81
64,2025-01-23 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.21,0.00012629,9900.0,9900.0,569.81,570.02,10470.02
65,2025-01-23 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.32,0.00019321,9900.0,9900.0,570.02,570.34,10470.34
66,2025-01-23 08:00:00,資金費率,XCNUSDT_binance_bybit,25.1,0.01521268,9900.0,9900.0,570.34,595.44,10495.44
67,2025-01-24 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,595.44,595.44,10495.44
68,2025-01-24 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.22,0.00013596,9900.0,9900.0,595.44,595.67,10495.67
69,2025-01-24 08:00:00,資金費率,XCNUSDT_binance_bybit,14.25,0.00863428,9900.0,9900.0,595.67,609.91,10509.91
70,2025-01-25 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,609.91,609.91,10509.91
71,2025-01-25 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.14,8.385e-05,9900.0,9900.0,609.91,610.05,10510.05
72,2025-01-25 08:00:00,資金費率,XCNUSDT_binance_bybit,160.61,0.09733662,9900.0,9900.0,610.05,770.66,10670.66
73,2025-01-26 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,770.66,770.66,10670.66
74,2025-01-26 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,770.66,770.66,10670.66
75,2025-01-26 08:00:00,資金費率,XCNUSDT_binance_bybit,115.41,0.0699426,9900.0,9900.0,770.66,886.06,10786.06
76,2025-01-27 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,886.06,886.06,10786.06
77,2025-01-27 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,886.06,886.06,10786.06
78,2025-01-27 08:00:00,資金費率,XCNUSDT_binance_bybit,61.11,0.03703548,9900.0,9900.0,886.06,947.17,10847.17
79,2025-01-28 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,947.17,947.17,10847.17
80,2025-01-28 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,947.17,947.17,10847.17
81,2025-01-28 08:00:00,資金費率,XCNUSDT_binance_bybit,20.85,0.01263528,9900.0,9900.0,947.17,968.02,10868.02
82,2025-01-29 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,968.02,968.02,10868.02
83,2025-01-29 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,968.02,968.02,10868.02
84,2025-01-29 08:00:00,資金費率,XCNUSDT_binance_bybit,20.71,0.01254853,9900.0,9900.0,968.02,988.72,10888.72
85,2025-01-30 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,988.72,988.72,10888.72
86,2025-01-30 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.08,5.125e-05,9900.0,9900.0,988.72,988.81,10888.81
87,2025-01-30 08:00:00,資金費率,XCNUSDT_binance_bybit,16.01,0.00970485,9900.0,9900.0,988.81,1004.82,10904.82
88,2025-01-31 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1004.82,1004.82,10904.82
89,2025-01-31 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.06,3.353e-05,9900.0,9900.0,1004.82,1004.88,10904.88
90,2025-01-31 08:00:00,資金費率,XCNUSDT_binance_bybit,12.12,0.00734691,9900.0,9900.0,1004.88,1017.0,10917.0
91,2025-02-01 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1017.0,1017.0,10917.0
92,2025-02-01 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.62,0.00037502,9900.0,9900.0,1017.0,1017.62,10917.62
93,2025-02-01 08:00:00,資金費率,XCNUSDT_binance_bybit,8.75,0.00530123,9900.0,9900.0,1017.62,1026.36,10926.36
94,2025-02-02 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1026.36,1026.36,10926.36
95,2025-02-02 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1026.36,1026.36,10926.36
96,2025-02-02 08:00:00,資金費率,XCNUSDT_binance_bybit,8.64,0.00523473,9900.0,9900.0,1026.36,1035.0,10935.0
97,2025-02-03 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1035.0,1035.0,10935.0
98,2025-02-03 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.05,3.009e-05,9900.0,9900.0,1035.0,1035.05,10935.05
99,2025-02-03 08:00:00,資金費率,XCNUSDT_binance_bybit,9.27,0.0056211,9900.0,9900.0,1035.05,1044.33,10944.33
100,2025-02-04 08:00:00,資金費率,ETHWUSDT_binance_bybit,-0.2,-0.00011897,9900.0,9900.0,1044.33,1044.13,10944.13
101,2025-02-04 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.1,6.242e-05,9900.0,9900.0,1044.13,1044.23,10944.23
102,2025-02-04 08:00:00,資金費率,XCNUSDT_binance_bybit,13.83,0.00838105,9900.0,9900.0,1044.23,1058.06,10958.06
103,2025-02-05 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.64,0.00038499,9900.0,9900.0,1058.06,1058.7,10958.7
104,2025-02-05 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.02,-1.184e-05,9900.0,9900.0,1058.7,1058.68,10958.68
105,2025-02-05 08:00:00,資金費率,XCNUSDT_binance_bybit,7.7,0.00466369,9900.0,9900.0,1058.68,1066.37,10966.37
106,2025-02-06 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.53,0.00032199,9900.0,9900.0,1066.37,1066.9,10966.9
107,2025-02-06 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1066.9,1066.9,10966.9
108,2025-02-06 08:00:00,資金費率,XCNUSDT_binance_bybit,3.91,0.00236678,9900.0,9900.0,1066.9,1070.81,10970.81
109,2025-02-07 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.21,0.0001303,9900.0,9900.0,1070.81,1071.02,10971.02
110,2025-02-07 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.14,8.558e-05,9900.0,9900.0,1071.02,1071.16,10971.16
111,2025-02-07 08:00:00,資金費率,XCNUSDT_binance_bybit,4.24,0.00257075,9900.0,9900.0,1071.16,1075.41,10975.41
112,2025-02-08 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.65,0.00039401,9900.0,9900.0,1075.41,1076.06,10976.06
113,2025-02-08 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.25,-0.00014974,9900.0,9900.0,1076.06,1075.81,10975.81
114,2025-02-08 08:00:00,資金費率,XCNUSDT_binance_bybit,5.63,0.00341419,9900.0,9900.0,1075.81,1081.44,10981.44
115,2025-02-09 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.05,3.132e-05,9900.0,9900.0,1081.44,1081.49,10981.49
116,2025-02-09 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.22,-0.00013184,9900.0,9900.0,1081.49,1081.28,10981.28
117,2025-02-09 08:00:00,資金費率,XCNUSDT_binance_bybit,1.3,0.00078905,9900.0,9900.0,1081.28,1082.58,10982.58
118,2025-02-10 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.22,0.00013153,9900.0,9900.0,1082.58,1082.8,10982.8
119,2025-02-10 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.99,-0.00059931,9900.0,9900.0,1082.8,1081.81,10981.81
120,2025-02-10 08:00:00,資金費率,XCNUSDT_binance_bybit,7.94,0.00481435,9900.0,9900.0,1081.81,1089.75,10989.75
121,2025-02-11 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.22,0.00013059,9900.0,9900.0,1089.75,1089.97,10989.97
122,2025-02-11 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.12,-7.42e-05,9900.0,9900.0,1089.97,1089.84,10989.84
123,2025-02-11 08:00:00,資金費率,XCNUSDT_binance_bybit,5.87,0.0035592,9900.0,9900.0,1089.84,1095.72,10995.72
124,2025-02-12 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.75,0.00045347,9900.0,9900.0,1095.72,1096.46,10996.46
125,2025-02-12 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.61,-0.00036907,9900.0,9900.0,1096.46,1095.86,10995.86
126,2025-02-12 08:00:00,資金費率,XCNUSDT_binance_bybit,6.62,0.00400984,9900.0,9900.0,1095.86,1102.47,11002.47
127,2025-02-13 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.49,0.000296,9900.0,9900.0,1102.47,1102.96,11002.96
128,2025-02-13 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.13,8.151e-05,9900.0,9900.0,1102.96,1103.09,11003.09
129,2025-02-13 08:00:00,資金費率,XCNUSDT_binance_bybit,7.05,0.004274,9900.0,9900.0,1103.09,1110.15,11010.15
130,2025-02-14 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1110.15,1110.15,11010.15
131,2025-02-14 08:00:00,資金費率,POPCATUSDT_binance_bybit,0.18,0.00011193,9900.0,9900.0,1110.15,1110.33,11010.33
132,2025-02-14 08:00:00,資金費率,XCNUSDT_binance_bybit,10.45,0.00633473,9900.0,9900.0,1110.33,1120.78,11020.78
133,2025-02-15 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1120.78,1120.78,11020.78
134,2025-02-15 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.17,-0.00010499,9900.0,9900.0,1120.78,1120.61,11020.61
135,2025-02-15 08:00:00,資金費率,XCNUSDT_binance_bybit,3.09,0.00187244,9900.0,9900.0,1120.61,1123.7,11023.7
136,2025-02-16 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1123.7,1123.7,11023.7
137,2025-02-16 08:00:00,資金費率,POPCATUSDT_binance_bybit,-0.37,-0.00022611,9900.0,9900.0,1123.7,1123.33,11023.33
138,2025-02-16 08:00:00,資金費率,XCNUSDT_binance_bybit,9.87,0.00598244,9900.0,9900.0,1123.33,1133.2,11033.2
139,2025-02-16 08:00:00,離場,POPCATUSDT_binance_bybit,3300.0,-,9900.0,6600.0,1133.2,4433.2,11033.2
140,2025-02-16 08:00:00,離場手續費,POPCATUSDT_binance_bybit,-2.31,-,6600.0,6600.0,4433.2,4430.89,11030.89
140,2025-02-16 08:00:00,進場,GOATUSDT_binance_bybit,-3300.0,-,6600.0,9900.0,4430.89,1130.89,11030.89
141,2025-02-16 08:00:00,進場手續費,GOATUSDT_binance_bybit,-2.31,-,9900.0,9900.0,1130.89,1128.58,11028.58
141,2025-02-17 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1128.58,1128.58,11028.58
142,2025-02-17 08:00:00,資金費率,XCNUSDT_binance_bybit,12.42,0.00752789,9900.0,9900.0,1128.58,1141.0,11041.0
143,2025-02-17 08:00:00,資金費率,GOATUSDT_binance_bybit,0.07,4.186e-05,9900.0,9900.0,1141.0,1141.07,11041.07
144,2025-02-18 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1141.07,1141.07,11041.07
145,2025-02-18 08:00:00,資金費率,XCNUSDT_binance_bybit,2.26,0.00137195,9900.0,9900.0,1141.07,1143.33,11043.33
146,2025-02-18 08:00:00,資金費率,GOATUSDT_binance_bybit,0.06,3.548e-05,9900.0,9900.0,1143.33,1143.39,11043.39
147,2025-02-19 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1143.39,1143.39,11043.39
148,2025-02-19 08:00:00,資金費率,XCNUSDT_binance_bybit,4.15,0.00251654,9900.0,9900.0,1143.39,1147.54,11047.54
149,2025-02-19 08:00:00,資金費率,GOATUSDT_binance_bybit,-0.31,-0.00018847,9900.0,9900.0,1147.54,1147.23,11047.23
150,2025-02-20 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1147.23,1147.23,11047.23
151,2025-02-20 08:00:00,資金費率,XCNUSDT_binance_bybit,2.35,0.00142418,9900.0,9900.0,1147.23,1149.58,11049.58
152,2025-02-20 08:00:00,資金費率,GOATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1149.58,1149.58,11049.58
153,2025-02-21 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1149.58,1149.58,11049.58
154,2025-02-21 08:00:00,資金費率,XCNUSDT_binance_bybit,3.8,0.00230112,9900.0,9900.0,1149.58,1153.38,11053.38
155,2025-02-21 08:00:00,資金費率,GOATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1153.38,1153.38,11053.38
156,2025-02-22 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.67,0.00040726,9900.0,9900.0,1153.38,1154.05,11054.05
157,2025-02-22 08:00:00,資金費率,XCNUSDT_binance_bybit,3.62,0.00219139,9900.0,9900.0,1154.05,1157.67,11057.67
158,2025-02-22 08:00:00,資金費率,GOATUSDT_binance_bybit,0.14,8.782e-05,9900.0,9900.0,1157.67,1157.81,11057.81
159,2025-02-23 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.72,0.00043931,9900.0,9900.0,1157.81,1158.54,11058.54
160,2025-02-23 08:00:00,資金費率,XCNUSDT_binance_bybit,8.81,0.00533918,9900.0,9900.0,1158.54,1167.35,11067.35
161,2025-02-23 08:00:00,資金費率,GOATUSDT_binance_bybit,-0.04,-2.278e-05,9900.0,9900.0,1167.35,1167.31,11067.31
162,2025-02-24 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1167.31,1167.31,11067.31
163,2025-02-24 08:00:00,資金費率,XCNUSDT_binance_bybit,10.0,0.00605972,9900.0,9900.0,1167.31,1177.31,11077.31
164,2025-02-24 08:00:00,資金費率,GOATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1177.31,1177.31,11077.31
165,2025-02-25 08:00:00,資金費率,ETHWUSDT_binance_bybit,-0.15,-9.257e-05,9900.0,9900.0,1177.31,1177.15,11077.15
166,2025-02-25 08:00:00,資金費率,XCNUSDT_binance_bybit,13.44,0.00814836,9900.0,9900.0,1177.15,1190.6,11090.6
167,2025-02-25 08:00:00,資金費率,GOATUSDT_binance_bybit,-0.05,-2.87e-05,9900.0,9900.0,1190.6,1190.55,11090.55
168,2025-02-26 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1190.55,1190.55,11090.55
169,2025-02-26 08:00:00,資金費率,XCNUSDT_binance_bybit,4.74,0.00287548,9900.0,9900.0,1190.55,1195.3,11095.3
170,2025-02-26 08:00:00,資金費率,GOATUSDT_binance_bybit,0.26,0.00015625,9900.0,9900.0,1195.3,1195.55,11095.55
171,2025-02-27 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1195.55,1195.55,11095.55
172,2025-02-27 08:00:00,資金費率,XCNUSDT_binance_bybit,3.88,0.00235094,9900.0,9900.0,1195.55,1199.43,11099.43
173,2025-02-27 08:00:00,資金費率,GOATUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1199.43,1199.43,11099.43
174,2025-02-28 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1199.43,1199.43,11099.43
175,2025-02-28 08:00:00,資金費率,XCNUSDT_binance_bybit,1.9,0.00115163,9900.0,9900.0,1199.43,1201.33,11101.33
176,2025-02-28 08:00:00,資金費率,GOATUSDT_binance_bybit,-0.17,-0.00010007,9900.0,9900.0,1201.33,1201.17,11101.17
177,2025-03-01 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1201.17,1201.17,11101.17
178,2025-03-01 08:00:00,資金費率,XCNUSDT_binance_bybit,2.75,0.00166942,9900.0,9900.0,1201.17,1203.92,11103.92
179,2025-03-01 08:00:00,資金費率,GOATUSDT_binance_bybit,0.38,0.00023043,9900.0,9900.0,1203.92,1204.3,11104.3
180,2025-03-02 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1204.3,1204.3,11104.3
181,2025-03-02 08:00:00,資金費率,XCNUSDT_binance_bybit,6.02,0.00364633,9900.0,9900.0,1204.3,1210.32,11110.32
182,2025-03-02 08:00:00,資金費率,GOATUSDT_binance_bybit,-0.05,-3.15e-05,9900.0,9900.0,1210.32,1210.27,11110.27
183,2025-03-03 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1210.27,1210.27,11110.27
184,2025-03-03 08:00:00,資金費率,XCNUSDT_binance_bybit,15.44,0.00935641,9900.0,9900.0,1210.27,1225.71,11125.71
185,2025-03-03 08:00:00,資金費率,GOATUSDT_binance_bybit,0.36,0.0002181,9900.0,9900.0,1225.71,1226.06,11126.06
186,2025-03-04 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1226.06,1226.06,11126.06
187,2025-03-04 08:00:00,資金費率,XCNUSDT_binance_bybit,5.28,0.00320266,9900.0,9900.0,1226.06,1231.35,11131.35
188,2025-03-04 08:00:00,資金費率,GOATUSDT_binance_bybit,-0.24,-0.0001481,9900.0,9900.0,1231.35,1231.1,11131.1
189,2025-03-05 08:00:00,資金費率,ETHWUSDT_binance_bybit,-0.18,-0.00010838,9900.0,9900.0,1231.1,1230.93,11130.93
190,2025-03-05 08:00:00,資金費率,XCNUSDT_binance_bybit,4.72,0.00285887,9900.0,9900.0,1230.93,1235.64,11135.64
191,2025-03-05 08:00:00,資金費率,GOATUSDT_binance_bybit,0.39,0.00023383,9900.0,9900.0,1235.64,1236.03,11136.03
192,2025-03-06 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1236.03,1236.03,11136.03
193,2025-03-06 08:00:00,資金費率,XCNUSDT_binance_bybit,1.08,0.00065444,9900.0,9900.0,1236.03,1237.11,11137.11
194,2025-03-06 08:00:00,資金費率,GOATUSDT_binance_bybit,0.04,2.465e-05,9900.0,9900.0,1237.11,1237.15,11137.15
195,2025-03-07 08:00:00,資金費率,ETHWUSDT_binance_bybit,0.0,0.0,9900.0,9900.0,1237.15,1237.15,11137.15
